name,level,school,casting_time,range,components,duration,description
Teleport,7th,Conjuration,1 Action,10 ft.,V,Instantaneous,"7th 1 Action 10 ft. V Instantaneous Conjuration None Teleportation This spell instantly transports you and up to eight willing creatures that you can see within range, or a single object that you can see within range, to a destination you select. If you target an object, it must be Large or smaller, and it can’t be held or carried by an unwilling creature. The destination you choose must be known to you, and it must be on the same plane of existence as you. Your familiarity with the destination determines whether you arrive there successfully. The DM rolls 1d100 and consults the Teleportation Outcome table and the explanations after it. Teleportation Outcome Familiarity	Mishap	Similar Area	Off Target	On Target Permanent circle	—	—	—	01–00 Linked object	—	—	—	01–00 Very familiar	01–05	06–13	14–24	25–00 Seen casually	01–33	34–43	44–53	54–00 Viewed once or described	01–43	44–53	54–73	74–00 False destination	01–50	51–00	—	— Familiarity. Here are the meanings of the terms in the table’s Familiarity column: “Permanent circle” means a permanent teleportation circle whose sigil sequence you know. “Linked object” means you possess an object taken from the desired destination within the last six months, such as a book from a wizard’s library. “Very familiar” is a place you have visited often, a place you have carefully studied, or a place you can see when you cast the spell. “Seen casually” is a place you have seen more than once but with which you aren’t very familiar. “Viewed once or described” is a place you have seen once, possibly using magic, or a place you know through someone else’s description, perhaps from a map. “False destination” is a place that doesn’t exist. Perhaps you tried to scry an enemy’s sanctum but instead viewed an illusion, or you are attempting to teleport to a location that no longer exists. Mishap. The spell’s unpredictable magic results in a difficult journey. Each teleporting creature (or the target object) takes 3d10 Force damage, and the DM rerolls on the table to see where you wind up (multiple mishaps can occur, dealing damage each time). Similar Area. You and your group (or the target object) appear in a different area that’s visually or thematically similar to the target area. You appear in the closest similar place. If you are heading for your home laboratory, for example, you might appear in another person’s laboratory in the same city. Off Target. You and your group (or the target object) appear 2d12 miles away from the destination in a random direction. Roll 1d8 for the direction: 1, east; 2, southeast; 3, south; 4, southwest; 5, west; 6, northwest; 7, north; or 8, northeast. On Target. You and your group (or the target object) appear where you intended."
Teleportation Circle,5th,Conjuration,1 Minute,10 ft.,"V, M",1 Round,"5th 1 Minute 10 ft. V, M * 1 Round Conjuration None Teleportation As you cast the spell, you draw a 5-foot-radius circle on the ground inscribed with sigils that link your location to a permanent teleportation circle of your choice whose sigil sequence you know and that is on the same plane of existence as you. A shimmering portal opens within the circle you drew and remains open until the end of your next turn. Any creature that enters the portal instantly appears within 5 feet of the destination circle or in the nearest unoccupied space if that space is occupied. Many major temples, guildhalls, and other important places have permanent teleportation circles. Each circle includes a unique sigil sequence—a string of runes arranged in a particular pattern. When you first gain the ability to cast this spell, you learn the sigil sequences for two destinations on the Material Plane, determined by the DM. You might learn additional sigil sequences during your adventures. You can commit a new sigil sequence to memory after studying it for 1 minute. You can create a permanent teleportation circle by casting this spell in the same location every day for 365 days. * - (rare inks worth 50+ GP, which the spell consumes)"
Tenser's Floating Disk,1st,Ritual,"Conjuration • V, S, M",1 Hour,,1 Action,"Movement (...) 1st 1 Action Ritual 30 ft. V, S, M * 1 Hour Conjuration None Movement (...) This spell creates a circular, horizontal plane of force, 3 feet in diameter and 1 inch thick, that floats 3 feet above the ground in an unoccupied space of your choice that you can see within range. The disk remains for the duration and can hold up to 500 pounds. If more weight is placed on it, the spell ends, and everything on the disk falls to the ground. The disk is immobile while you are within 20 feet of it. If you move more than 20 feet away from it, the disk follows you so that it remains within 20 feet of you. It can move across uneven terrain, up or down stairs, slopes and the like, but it can’t cross an elevation change of 10 feet or more. For example, the disk can’t move across a 10-foot-deep pit, nor could it leave such a pit if it was created at the bottom. If you move more than 100 feet from the disk (typically because it can’t move around an obstacle to follow you), the spell ends. * - (a drop of mercury)"
Thaumaturgy,Cantrip,Transmutation,1 Action,30 ft.,V,1 Minute,"Cantrip 1 Action 30 ft. V 1 Minute Transmutation None Control You manifest a minor wonder within range. You create one of the effects below within range. If you cast this spell multiple times, you can have up to three of its 1-minute effects active at a time. Altered Eyes. You alter the appearance of your eyes for 1 minute. Booming Voice. Your voice booms up to three times as loud as normal for 1 minute. For the duration, you have Advantage on Charisma (Intimidation) checks. Fire Play. You cause flames to flicker, brighten, dim, or change color for 1 minute. Invisible Hand. You instantaneously cause an unlocked door or window to fly open or slam shut. Phantom Sound. You create an instantaneous sound that originates from a point of your choice within range, such as a rumble of thunder, the cry of a raven, or ominous whispers. Tremors. You cause harmless tremors in the ground for 1 minute."
Thorn Whip,Cantrip,Transmutation,1 Action,30 ft.,"V, S, M",Instantaneous,"Piercing Cantrip 1 Action 30 ft. V, S, M * Instantaneous Transmutation Melee Piercing You create a vine-like whip covered in thorns that lashes out at your command toward a creature in range. Make a melee spell attack against the target. On a hit, the target takes 1d6 Piercing damage, and if it is Large or smaller, you can pull it up to 10 feet closer to you. Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6). * - (the stem of a plant with thorns)"
Thunderclap,Cantrip,Evocation,1 Action,Self,S,Instantaneous,"CON Save Thunder Cantrip 1 Action Self (5 ft. ) S Instantaneous Evocation CON Save Thunder Each creature in a 5-foot Emanation originating from you must succeed on a Constitution saving throw or take 1d6 Thunder damage. The spell’s thunderous sound can be heard up to 100 feet away. Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6)."
Thunderous Smite,1st,Evocation,1 Bonus Action *,Self,V,Instantaneous,"Thunder 1st 1 Bonus Action * Self V Instantaneous Evocation STR Save Thunder Your strike rings with thunder that is audible within 300 feet of you, and the target takes an extra 2d6 Thunder damage from the attack. Additionally, if the target is a creature, it must succeed on a Strength saving throw or be pushed 10 feet away from you and have the Prone condition. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 1. * - which you take immediately after hitting a target with a Melee weapon or an Unarmed Strike"
Thunderwave,1st,Evocation,1 Action,Self,"V, S",Instantaneous,"CON Save Thunder 1st 1 Action Self (15 ft. ) V, S Instantaneous Evocation CON Save Thunder You unleash a wave of thunderous energy. Each creature in a 15-foot Cube originating from you makes a Constitution saving throw. On a failed save, a creature takes 2d8 Thunder damage and is pushed 10 feet away from you. On a successful save, a creature takes half as much damage only. In addition, unsecured objects that are entirely within the Cube are pushed 10 feet away from you, and a thunderous boom is audible within 300 feet. Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 1."
Time Stop,9th,Transmutation,1 Action,Self,V,Instantaneous,"9th 1 Action Self V Instantaneous Transmutation None Control You briefly stop the flow of time for everyone but yourself. No time passes for other creatures, while you take 1d4 + 1 turns in a row, during which you can use actions and move as normal. This spell ends if one of the actions you use during this period, or any effects that you create during it, affects a creature other than you or an object being worn or carried by someone other than you. In addition, the spell ends if you move to a place more than 1,000 feet from the location where you cast it."
Toll the Dead,Cantrip,Necromancy,1 Action,60 ft.,"V, S",Instantaneous,"Necrotic Cantrip 1 Action 60 ft. V, S Instantaneous Necromancy WIS Save Necrotic You point at one creature you can see within range, and the single chime of a dolorous bell is audible within 10 feet of the target. The target must succeed on a Wisdom saving throw or take 1d8 Necrotic damage. If the target is missing any of its Hit Points, it instead takes 1d12 Necrotic damage. Cantrip Upgrade. The damage increases by one die when you reach levels 5 (2d8 or 2d12), 11 (3d8 or 3d12), and 17 (4d8 or 4d12)."
Tongues,3rd,Divination,1 Action,Touch,"V, M",1 Hour,"3rd 1 Action Touch V, M * 1 Hour Divination None Communication (...) This spell grants the creature you touch the ability to understand any spoken or signed language that it hears or sees. Moreover, when the target communicates by speaking or signing, any creature that knows at least one language can understand it if that creature can hear the speech or see the signing. * - (a miniature ziggurat)"
Transport via Plants,6th,Conjuration,1 Action,10 ft.,"V, S",1 Minute,"6th 1 Action 10 ft. V, S 1 Minute Conjuration None Teleportation This spell creates a magical link between a Large or larger inanimate plant within range and another plant, at any distance, on the same plane of existence. You must have seen or touched the destination plant at least once before. For the duration, any creature can step into the target plant and exit from the destination plant by using 5 feet of movement."
Tree Stride,5th,Concentration,"Conjuration • V, S",1 Minute,,1 Action,"Movement (...) 5th 1 Action Self V, S Concentration 1 Minute Conjuration None Movement (...) You gain the ability to enter a tree and move from inside it to inside another tree of the same kind within 500 feet. Both trees must be living and at least the same size as you. You must use 5 feet of movement to enter a tree. You instantly know the location of all other trees of the same kind within 500 feet and, as part of the move used to enter the tree, can either pass into one of those trees or step out of the tree you’re in. You appear in a spot of your choice within 5 feet of the destination tree, using another 5 feet of movement. If you have no movement left, you appear within 5 feet of the tree you entered. You can use this transportation ability only once on each of your turns. You must end each turn outside a tree."
